problem_id,fen,mate_n,risposta_giusta,timed_pred,timed_correct,untimed_pred,untimed_correct,llm_pred,llm_correct,llm_error
chesscom_1843_81,7k/3q4/7p/6pK/5b2/2P5/P4QP1/4r3 b - - 5 41,3,e1h1,g5g4,False,d7g4,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1852_54,5r1k/ppp3p1/5pB1/8/2Q3P1/7P/PP3PK1/4n2R w - - 0 28,5,h1e1,h1e1,True,h1e1,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1896_93,8/6kp/8/2p2K2/8/pq6/8/8 b - - 1 47,5,a3a2,b3b8,False,b3b8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1897_93,8/7k/p2P4/7p/2NQ3K/7P/PPP3r1/5q2 b - - 2 47,5,f1e1,g2g5,False,g2c2,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1937_78,4Q3/7k/p1pp2p1/1p1p4/3P1P1P/P1P4K/1P3R2/8 w - - 0 40,3,f2g2,e8c6,False,e8c6,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1970_48,3r1k1r/R1N3pp/5p1n/2pPp3/4Q3/8/1P3PPP/6K1 w - - 4 25,3,c7e6,c7b5,False,e4c4,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1976_93,r5k1/1p6/2b3p1/2Kp2P1/2p5/2P5/8/7q b - - 1 47,4,h1g1,b7b5,False,d5d4,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1985_81,5kN1/p4p2/5Kp1/5b1p/n4P1P/8/2p5/8 b - - 1 41,5,c2c1q,a4c5,False,a4c5,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_2063_57,6kb/pp5p/6pP/3pq3/3N4/3Q4/rr4P1/2KRR3 b - - 3 29,3,e5c7,b2d2,False,e5e1,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_2086_93,8/8/4kp1p/3p4/4b3/5q2/8/4K3 b - - 5 47,5,f3g2,f3f2,False,f3f2,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_2163_96,5k2/8/4RPPp/2pr3P/1p1p2K1/pP1P4/P7/8 w - - 1 49,5,g6g7,g6g7,True,g6g7,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_2150_114,8/P5p1/6Bp/4k3/8/2R3K1/1P4PP/8 w - - 1 58,4,a7a8q,c3b3,False,c3b3,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_2178_81,7k/6p1/5p1p/4p2P/1P2P1P1/PRb5/4q3/1K6 b - - 6 41,3,e2d1,e2g4,False,e2g4,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_2232_72,2R5/p6p/5Bpk/3N4/1p4PP/1P3P2/8/r6K w - - 1 37,4,f6a1,f6a1,True,f6a1,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_2248_81,8/1bk5/1ppp4/5Bp1/1P1b1rP1/4r3/P5KP/2R5 b - - 4 41,3,c6c5,f4f5,False,e3e8,False,,False,
chesscom_2278_75,r6r/2p1pk2/5p2/3P3p/p1B4P/4bq2/PP2R2K/3R4 b - - 0 38,3,e3f4,f3e2,False,f3e2,False,,False,
chesscom_2304_60,5r2/5kp1/3QRp1B/1p6/8/PP3N2/1P4PP/6K1 w - - 1 31,3,d6e7,d6e7,True,d6e7,True,,False,
chesscom_2308_141,8/8/8/8/8/1N6/K1p2r2/3k4 b - - 0 71,5,c2c1q,f2f8,False,f2f8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_2328_111,8/1p3k2/p5p1/Pr2n3/8/8/5Kp1/8 b - - 1 56,4,b5b2,g2g1q,False,g2g1q,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_2388_105,2RQ4/6k1/8/3Pp3/6p1/P1b2r2/6K1/4r3 b - - 5 53,3,e1e2,e1f1,False,e1f1,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_2483_123,8/8/8/4qr2/2k5/8/4NnK1/8 b - - 7 62,4,e5e2,f5f3,False,f5f3,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_2801_42,4k3/2p4p/B3q3/3Q1p2/3N4/2b5/PPP2PPP/2KR4 w - - 0 22,4,d5e6,d4e6,False,d5e6,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_2836_60,5k2/4n3/1p2Q1pp/5p2/2PP4/8/r4PPP/4R1K1 w - - 1 31,4,e6e7,e6e7,True,e6e7,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_2862_72,8/6P1/8/R7/7p/5k2/PP1K3P/8 w - - 1 37,4,g7g8q,a5a8,False,a5a8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_2958_48,8/3k2pp/5p2/2Q1p3/8/1P5P/P1P2PP1/5RK1 w - - 0 25,4,f1d1,c5f8,False,c5f8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
